Language,original
str_cfgmagazines_mag_cmag_20rnd1,$UNT$An aftermarket firearm magazine produced to NATO standards. Holds a maximum of 20 rifle cartridges of the 5.56x45mm NATO variant.
str_cfgmagazines_mag_cmag_20rnd0,$UNT$20Rnd 5.56mm CMAG
str_cfgmagazines_mag_cmag_10rnd_green0,$UNT$A green painted aftermarket firearm magazine produced to NATO standards. Holds a maximum of 10 rifle cartridges of the 5.56x45mm NATO variant.
str_cfgmagazines_mag_cmag_10rnd_black0,$UNT$A black painted aftermarket firearm magazine produced to NATO standards. Holds a maximum of 10 rifle cartridges of the 5.56x45mm NATO variant.
str_cfgmagazines_mag_cmag_10rnd1,$UNT$An aftermarket firearm magazine produced to NATO standards. Holds a maximum of 10 rifle cartridges of the 5.56x45mm NATO variant.
str_cfgmagazines_mag_cmag_10rnd0,$UNT$10Rnd 5.56mm CMAG
str_cfgmagazines_mag_clip9x19_10rnd1,$UNT$A clip for 10 rounds 9mm.
str_cfgmagazines_mag_clip9x19_10rnd0,$UNT$10 Round Clip
str_cfgmagazines_mag_clip762x54_5rnd1,$UNT$A clip for five rounds 7.62mm.
str_cfgmagazines_mag_clip762x54_5rnd0,$UNT$5Rnd Clip
str_cfgmagazines_mag_clip762x39_10rnd1,$UNT$A clip for 10 rounds 7.62x39mm.
str_cfgmagazines_mag_clip762x39_10rnd0,$UNT$10 Round Clip
str_cfgmagazines_mag_bolts_quiver1,$UNT$A container for crossbow bolts.
str_cfgmagazines_mag_bolts_quiver0,$UNT$Bolts Quiver
str_cfgmagazines_mag_arrows_quiver1,$UNT$A container for arrows.
str_cfgmagazines_mag_arrows_quiver0,$UNT$Arrows Quiver
str_cfgmagazines_mag_akm_palm30rnd_green0,"$UNT$A green painted aftermarket 30 round magazine for AK type assault rifles, 7.62x39 mm."
str_cfgmagazines_mag_akm_palm30rnd_black0,"$UNT$A black painted aftermarket 30 round magazine for AK type assault rifles, 7.62x39 mm."
str_cfgmagazines_mag_akm_palm30rnd1,"$UNT$Aftermarket 30 round magazine for AK type assault rifles, 7.62x39 mm."
str_cfgmagazines_mag_akm_palm30rnd0,$UNT$30rnd AK Mag
str_cfgmagazines_mag_akm_drum75rnd_green0,$UNT$A green painted 75 round drum magazine for AKM.
str_cfgmagazines_mag_akm_drum75rnd_black0,$UNT$A black painted 75 round drum magazine for AKM.
str_cfgmagazines_mag_akm_drum75rnd1,$UNT$75 round drum magazine for AKM.
str_cfgmagazines_mag_akm_drum75rnd0,$UNT$75rnd drum Mag
str_cfgmagazines_mag_akm_30rnd1,Detachable box magazine for KA-M assault rifle. Holds up to 30 rounds of 7.62x39mm. 
str_cfgmagazines_mag_akm_30rnd0,30rd KA-M Mag
str_cfgmagazines_mag_ak74_30rnd_green0,$UNT$A green painted detachable firearm magazine produced for AK74. Holds 30 assault rifle cartridges 5.45x39mm.
str_cfgmagazines_mag_ak74_30rnd_black0,$UNT$A black painted detachable firearm magazine produced for AK74. Holds 30 assault rifle cartridges 5.45x39mm.
str_cfgmagazines_mag_ak74_30rnd1,$UNT$A detachable firearm magazine produced for AK74. Holds 30 assault rifle cartridges 5.45x39mm.
str_cfgmagazines_mag_ak74_30rnd0,$UNT$30Rnd AK74 mag
str_cfgmagazines_mag_ak101_30rnd_green0,$UNT$A green painted detachable firearm magazine produced for AK101. Holds a maximum of 30 rifle cartridges of the 5.56x45mm NATO variant.
str_cfgmagazines_mag_ak101_30rnd_black0,$UNT$A black painted detachable firearm magazine produced for AK101. Holds a maximum of 30 rifle cartridges of the 5.56x45mm NATO variant.
str_cfgmagazines_mag_ak101_30rnd1,$UNT$A detachable firearm magazine produced for AK101. Holds a maximum of 30 rifle cartridges of the 5.56x45mm NATO variant.
str_cfgmagazines_mag_ak101_30rnd0,$UNT$30Rnd AK101 mag
str_cfgmagazines_mag_762x54snaploader_2rnd1,$UNT$A snaploader for a double rifle.
str_cfgmagazines_mag_762x54snaploader_2rnd0,$UNT$Snaploader
str_cfgmagazines_mag_357speedloader_6rnd1,$UNT$A speedloader for .357 rounds.
str_cfgmagazines_mag_357speedloader_6rnd0,$UNT$.357 Speedloader
str_cfgmagazines_mag_308winsnaploader_2rnd1,$UNT$A snaploader for double rifle.
str_cfgmagazines_mag_308winsnaploader_2rnd0,$UNT$B95 Snaploader
str_cfgmagazines_mag_1911_7rnd1,$UNT$A magazine for 7 45ACP rounds.
str_cfgmagazines_mag_1911_7rnd0,$UNT$7Rnd 1911 Magazine
str_cfgmagazines_mag_12gasnaploader_2rnd1,$UNT$A snaploader for 12ga shells.
str_cfgmagazines_mag_12gasnaploader_2rnd0,$UNT$12ga Snap Loader
str_cfgmagazines_mag_ij70_12rnd0,12rd IJ-70 Mag
str_cfgmagazines_mag_ij70_12rnd1,Detachable box magazine for IJ-70 pistol. Holds up to 12 rounds of .380 ACP.
str_cfgvehicles_1PN51Optic0,1PN51 Scope
str_cfgvehicles_1PN51Optic1,"A side-mounted, 3.5x magnifying scope with battery-powered night vision for KA based rifles."
str_cfgvehicles_ghillieatt_colorbase1,Camouflage wrap used to conceal the shape of various long firearms.
str_cfgvehicles_kobraoptic0,Kobra Sights
str_cfgvehicles_kobraoptic1,"Side-mounted, non-magnifying optics with battery-powered illuminated reticle for KA based rifles."
str_cfgvehicles_rgd5grenade1,"$UNT$RGD-5 is a time-delayed Hand Grenade. It contains a 110-gram charge of TNT with an internal fragmentation liner that produces around 350 fragments and has a lethality radius of 25 metres. Typically, the RGD-5 uses the 3.2 to 4 second UZRGM fuse."
str_cfgvehicles_rgd5grenade0,$UNT$RGD-5 Explosive Grenade
str_cfgvehicles_rdg2smokegrenade_white0,"$UNT$This white colored Russian smoke grenade is used as a ground-to-ground or ground-to-air signaling device, a target or landing zone marking device, or a screening device for unit maneuvering."
str_cfgvehicles_rdg2smokegrenade_colorbase1,"$UNT$This Russian smoke grenade is used as a ground-to-ground or ground-to-air signaling device, a target or landing zone marking device, or a screening device for unit maneuvering."
str_cfgvehicles_rdg2smokegrenade_colorbase0,$UNT$RDG2 Smoke Grenade
str_cfgvehicles_rdg2smokegrenade_black0,"$UNT$This black colored Russian smoke grenade is used as a ground-to-ground or ground-to-air signaling device, a target or landing zone marking device, or a screening device for unit maneuvering."
str_cfgvehicles_m67grenade1,$UNT$Explosive Grenade has a spherical steel body that contains 6.5 ounces of composition B explosive. It can be thrown 30 to 35 meters by the average male soldier. Its fuse delays detonation between 4 and 5 seconds after the spoon is released.
str_cfgvehicles_m67grenade0,$UNT$M67 Grenade
str_cfgvehicles_m18smokegrenade_yellow0,"$UNT$A yellow colored M18 smoke grenade is a US Army grenade used as a ground-to-ground or ground-to-air signaling device, a target or landing zone marking device, or a screening device for unit maneuvering."
str_cfgvehicles_m18smokegrenade_white0,"$UNT$A white colored M18 smoke grenade is a US Army grenade used as a ground-to-ground or ground-to-air signaling device, a target or landing zone marking device, or a screening device for unit maneuvering."
str_cfgvehicles_m18smokegrenade_red0,"$UNT$A red colored M18 smoke grenade is a US Army grenade used as a ground-to-ground or ground-to-air signaling device, a target or landing zone marking device, or a screening device for unit maneuvering."
str_cfgvehicles_m18smokegrenade_purple0,"$UNT$A purple colored M18 smoke grenade is a US Army grenade used as a ground-to-ground or ground-to-air signaling device, a target or landing zone marking device, or a screening device for unit maneuvering."
str_cfgvehicles_m18smokegrenade_green0,"$UNT$A green colored M18 smoke grenade is a US Army grenade used as a ground-to-ground or ground-to-air signaling device, a target or landing zone marking device, or a screening device for unit maneuvering."
str_cfgvehicles_m18smokegrenade_colorbase1,"$UNT$Colored M18 smoke grenade is a US Army grenade used as a ground-to-ground or ground-to-air signaling device, a target or landing zone marking device, or a screening device for unit maneuvering."
str_cfgvehicles_m18smokegrenade_colorbase0,$UNT$M18 Smoke Grenade
str_cfgvehicles_flashgrenade1,"$UNT$The flashbang features a magnesium-based pyrotechnic charge inside a thin aluminum case, contained within a perforated cast steel body. The pyrotechnic charge produces a subsonic deflagration, minimizing the blast effects."
str_cfgvehicles_flashgrenade0,$UNT$Flashbang
str_cfgvehicles_flarespraybomb_useractions_turnon1,$UNT$Ignite
str_cfgvehicles_flarespraybomb_useractions_turnon0,$UNT$Ignite
str_cfgvehicles_flarespraybomb1,$UNT$Improvised grenade
str_cfgvehicles_flarespraybomb0,$UNT$Improvised Grenade
str_cfgweapons_winchester70_green0,"$UNT$Winchester model 70 is a bolt action sporting rifle with an iconic place in American sporting culture and has been held in high regard by shooters ever since it was introduced. Trigger creep has been virtually eliminated in the new Model 70, it also uses M.O.A. trigger system that has no take up. This one is green painted."
str_cfgweapons_winchester70_black0,"$UNT$Winchester model 70 is a bolt action sporting rifle with an iconic place in American sporting culture and has been held in high regard by shooters ever since it was introduced. Trigger creep has been virtually eliminated in the new Model 70, it also uses M.O.A. trigger system that has no take up. This one is black painted."
str_cfgweapons_winchester701,"$UNT$Winchester model 70 is a bolt action sporting rifle with an iconic place in American sporting culture and has been held in high regard by shooters ever since it was introduced. Trigger creep has been virtually eliminated in the new Model 70, it also uses M.O.A. trigger system that has no take up."
str_cfgweapons_winchester700,$UNT$Winchester model 70
str_cfgweapons_vss_green0,$UNT$VSS Green
str_cfgweapons_vss_black0,$UNT$VSS Black
str_cfgweapons_vss1,"$UNT$Integrally supressed sniper rifle, developed in late 80's Soviet Union. Issued to Spetznaz units for clandestine operations."
str_cfgweapons_vss0,$UNT$VSS Vintorez
str_cfgweapons_undersluggrenadem41,$UNT$bla bla bla
str_cfgweapons_undersluggrenadem40,$UNT$UnderSlugGrenadeM4
str_cfgweapons_ump451,Selective-fire submachine gun fed from a detachable magazine. High caliber makes up for slower fire rate. Uses .45 ACP rounds.
str_cfgweapons_ump450,USG-45
str_cfgweapons_trumpet1,"$UNT$A pump-action rifle, which can be quickly disassembled into two pieces, significantly reducing it's length, making it easier to store, pack, transport and conceal."
str_cfgweapons_trumpet0,$UNT$Trumpet
str_cfgweapons_svd1,Semi-automatic marksmen rifle fed from a detachable magazine. Compatible with KA scopes. Uses 7.62x54mmR rounds.
str_cfgweapons_svd0,VSD
str_cfgweapons_sks_green0,"$UNT$The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is green painted."
str_cfgweapons_sks_black0,"$UNT$The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today. This one is black painted."
str_cfgweapons_sks1,"$UNT$The SKS is a Soviet semi-automatic carbine. In the early 1950s, the Soviets took the SKS carbine out of front-line service and replaced it with the AK-47; however, the SKS remained in second-line service for decades. It is still used as a ceremonial arm today."
str_cfgweapons_sks0,$UNT$SKS
str_cfgweapons_scout_green0,$UNT$The Scout Rifle provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with green color stock.
str_cfgweapons_scout_black0,$UNT$The Scout Rifle provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform. This one comes with black color stock.
str_cfgweapons_scout1,$UNT$The Scout Rifle provides the absolute solution for both versatility and accuracy in a lightweight bolt-action rifle platform.
str_cfgweapons_scout0,$UNT$Scout Rifle
str_cfgweapons_sawedoffmosin9130_green0,$UNT$Green painted Sawed-off Mosin-Nagant military rifle.
str_cfgweapons_sawedoffmosin9130_camo0,$UNT$Camo painted Sawed-off Mosin-Nagant military rifle.
str_cfgweapons_sawedoffmosin9130_black0,$UNT$Black painted Sawed-off Mosin-Nagant military rifle.
str_cfgweapons_sawedoffmosin91301,"Sawed-off five shot bolt-action rifle, fed from internal magazine. Still usable today due to its sturdiness. Uses 7.62x54mmR rounds."
str_cfgweapons_sawedoffmosin91300,Sawed-off Mosin 91/30
str_cfgweapons_sawedoffizh181,"Sawed-off single shot break action hunting rifle, designed with simplicity, built to last. Uses 7.62x39mm rounds."
str_cfgweapons_sawedoffizh180,Sawed-off BK-18
str_cfgweapons_ruger1022_green0,"$UNT$A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting."
str_cfgweapons_ruger1022_black0,"$UNT$A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting."
str_cfgweapons_ruger10221,"$UNT$A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting."
str_cfgweapons_ruger10220,$UNT$Sporter 22
str_cfgweapons_repeater1,"$UNT$Legendary lever action rifle, a true cowboy's best companion. Uses .357 caliber ammunition."
str_cfgweapons_repeater0,$UNT$Repeater
str_cfgweapons_pm73rak1,"$UNT$The Rak is a Polish submachine select-fire weapon that fires from an open bolt. Unlike Most SMGs firing from an open bolt position, the RAK features a reciprocating external breech bolt."
str_cfgweapons_pm73rak0,$UNT$PM73 RAK
str_cfgweapons_mp5k1,"Selective-fire submachine gun, fed from a detachable magazine. Very high rate of fire. Uses 9mm rounds."
str_cfgweapons_mp5k0,SG5-K
str_cfgweapons_mosin9130_green1,"$UNT$The Mosin-Nagant is a bolt-action, internal magazine-fed, military rifle, developed by the Imperial Russian Army in 90s, and used by the armed forces of the Russian Empire, the Soviet Union and various other nations. This is green painted."
str_cfgweapons_mosin9130_green0,$UNT$Mosin 9130
str_cfgweapons_mosin9130_camo1,"$UNT$The Mosin-Nagant is a bolt-action, internal magazine-fed, military rifle, developed by the Imperial Russian Army in 90s, and used by the armed forces of the Russian Empire, the Soviet Union and various other nations. This is camo painted."
str_cfgweapons_mosin9130_camo0,$UNT$Mosin 9130
str_cfgweapons_mosin9130_black1,"$UNT$The Mosin-Nagant is a bolt-action, internal magazine-fed, military rifle, developed by the Imperial Russian Army in 90s, and used by the armed forces of the Russian Empire, the Soviet Union and various other nations. This is black painted."
str_cfgweapons_mosin9130_black0,$UNT$Mosin 9130
str_cfgweapons_mosin91301,"Five shot bolt-action rifle, fed from internal magazine. Still usable today due to its sturdiness. Uses 7.62x54mmR rounds."
str_cfgweapons_mosin91300,Mosin 91/30
str_cfgweapons_m4a1_green0,"$UNT$The M4 carbine is a family of firearms that was derived from earlier carbine versions of the M16 rifle. The M4 is a shorter and lighter variant of the M16A2 assault rifle, with 80% parts commonality. This variant is painted to green."
str_cfgweapons_m4a1_black0,"$UNT$The M4 carbine is a family of firearms that was derived from earlier carbine versions of the M16 rifle. The M4 is a shorter and lighter variant of the M16A2 assault rifle, with 80% parts commonality. This variant is painted to black."
str_cfgweapons_m4a11,"Selective-fire assault rifle, fed from a standardized detachable magazine. Offers a lot of customization with attachments. Uses 5.56x45mm rounds."
str_cfgweapons_m4a10,M4-A1
str_cfgweapons_m2491,"$UNT$The M249 SAW is an american variant of FN Minimi light machine gun. The M249 is widely used in various branches of U.S. Armed Forces. The weapon has only a fully automatic mode of fire. This weapon is belt-fed, with belts stored in ammo boxes."
str_cfgweapons_m2490,$UNT$M249 SAW
str_cfgweapons_izh181,"Single shot break action hunting rifle. Designed with simplicity, built to last. Uses 7.62x39mm rounds."
str_cfgweapons_izh180,BK-18
str_cfgweapons_groza_base_useractions_peepsight1,$UNT$Peep Sight
str_cfgweapons_groza_base_useractions_peepsight0,$UNT$Peep Sight
str_cfgweapons_groza_base_useractions_notchsight1,$UNT$Notch Sight
str_cfgweapons_groza_base_useractions_notchsight0,$UNT$Notch Sight
str_cfgweapons_groza1,$UNT$The OTs-14-4A (Groza-4) is a combined assault rifle and grenade launcher in a modular plateform. It was developed in the mid-90s for the Russian special forces. Its modular design allows easy conversion into different configurations.
str_cfgweapons_groza0,$UNT$Groza-4
str_cfgweapons_fal1,$UNT$The right arm of the free world.
str_cfgweapons_fal0,$UNT$FAL
str_cfgweapons_cz611,"Compact selective-fire submachine gun, fed from a detachable magazine. Often used as a sidearm. Uses .380 ACP rounds."
str_cfgweapons_cz610,CR-61 Skorpion
str_cfgweapons_cz527_green0,"$UNT$The CR527 carbine is a bolt-action, magazine-fed, light weight, intermediate range ‘brush gun'. This one has been spraypainted green."
str_cfgweapons_cz527_camo0,"$UNT$The CR527 carbine is a bolt-action, magazine-fed, light weight, intermediate range ‘brush gun'. This one has been spraypainted camo."
str_cfgweapons_cz527_black0,"$UNT$The CR527 carbine is a bolt-action, magazine-fed, light weight, intermediate range ‘brush gun'. This one has been spraypainted black."
str_cfgweapons_cz5271,"$UNT$The CR527 carbine is a bolt-action, magazine-fed, light weight, intermediate range ‘brush gun'."
str_cfgweapons_cz5270,$UNT$CR527 Carbine
str_cfgweapons_b95_green0,$UNT$Green coloured double barrelled hunting rifle. It is equipped with a single lock action. The rifle is uncocked after every shot. The notches that hold the mounting base are positioned directly above the chambers. The barrels float freely while the point of impact remains constant.
str_cfgweapons_b95_black0,$UNT$Black coloured double barrelled hunting rifle. It is equipped with a single lock action. The rifle is uncocked after every shot. The notches that hold the mounting base are positioned directly above the chambers. The barrels float freely while the point of impact remains constant.
str_cfgweapons_b951,$UNT$Double barrelled hunting rifle. It is equipped with a single lock action. The rifle is uncocked after every shot. The notches that hold the mounting base are positioned directly above the chambers. The barrels float freely while the point of impact remains constant.
